,,,10442,,,,
n_iteracao,id_modelo,cod_produto,nome,Fornecedor,Comprador,Responsável,Subcategoria
703,28653,CT197332,BATATA CONGELADA TRADICIONAL MCCAIN AIRFRYER 600G,SPEERS FOODS IMP EXP COM ALIM LTDA,Laura Morais,Pietro,Pratos Prontos
704,29135,CT197751,"PICANHA CONGELADA PUL SELECTION 1,3 A 1,4KG",MINERVA,Paulo Pereira,Pietro,0
705,29190,CT197795,"PEÇA DE FILÉ MIGNON  REFRIGERADA BARRA MANSA 1,35 A 1,8KG",BARRA MANSA - OSASCO,Paulo Pereira,Pietro,Açougue
706,29280,CT197885,ESPETINHO BOVINO FRALDINHA CONGELADO CHURRABOM 600G,ESPETINHO CHURRA BOM,Paulo Pereira,Pietro,Açougue
707,29282,CT197887,ESPETINHO MEDALHÃO BOVINO CONGELADO CHURRABOM 600G,ESPETINHO CHURRA BOM,Paulo Pereira,Pietro,Açougue
708,29283,CT197888,ESPETINHO LINGUIÇA TOSCANA CONGELADO CHURRABOM 600G,ESPETINHO CHURRA BOM,Paulo Pereira,Pietro,Suínos
709,29284,CT197889,ESPETINHO DE KAFTA CONGELADO CHURRABOM 600G,ESPETINHO CHURRA BOM,Paulo Pereira,Pietro,Açougue
710,29343,CT197949,CREME DE RICOTA COM GORGONZOLA DAMM 120G,DAMM - CREMES,Laura Morais,Pietro,Passáveis Refrigerados
711,29344,CT197950,CREME DE RICOTA COM SALMAO DAMM 120G,DAMM - CREMES,Laura Morais,Pietro,Passáveis Refrigerados
712,29345,CT197951,CREME DE RICOTA COM AZEITONAS PRETAS DAMM 120G,DAMM - CREMES,Laura Morais,Pietro,Passáveis Refrigerados
713,29346,CT197952,CREME DE RICOTA COM MANJERICAO DAMM 120G,DAMM - CREMES,Laura Morais,Pietro,Passáveis Refrigerados
714,29368,CT197976,OVO  CAIPIRA ORGÂNICO RAIAR ORGÂNICOS C/ 10UN,RAIAR ORGANICOS,João Reis,Pietro,Ovos
715,29377,CT197982,FRALDINHA RED NELORE GRILL BASSAR 800G,B.B. DISTRIB DE CARNES LTDA,Paulo Pereira,Pietro,0
716,29888,CT198386,PÃO    DE FORMA SEM CASCA PULLMAN 450G,BIMBO,João Reis,Pietro,Padaria
717,29931,CT198416,IOGURTE GREGO TORTA DE LIMÃO NESTLÉ 90G,NESTLÉ - REFRIGERADOS,Geovanna Bezerra,Pietro,0
718,30241,CT198671,CHÁ PURO VERDE ENERGY 350ML,Future Bev Brasil Industria e Comercio Ltda,Fairlie Padoan,Pietro,Kumbucha
719,30242,CT198672,CHÁ PURO VERDE RELAX 350ML,Future Bev Brasil Industria e Comercio Ltda,Fairlie Padoan,Pietro,Kumbucha
720,30322,CT198747,SUCO DE UVA XANDÔ 300ML,LATICINIOS XANDO LTDA,Geovanna Bezerra,Pietro,Sucos e Chás Refrigerados
721,30323,CT198748,SUCO DE LIMÃO SICILIANO XANDÔ 300ML,LATICINIOS XANDO LTDA,Geovanna Bezerra,Pietro,Sucos e Chás Refrigerados
722,30326,CT198751,EMPANADA DE CARNE RENATO AGUIAR TO GO 2 UNID 160G,ESPAÇO GOURMET,Laura Morais,Pietro,Pratos Prontos
723,30327,CT198752,EMPANADA MARGUERITA RENATO AGUIAR TO GO 2 UNID 160G,ESPAÇO GOURMET,Laura Morais,Pietro,Pratos Prontos
724,30652,CT199047,OVO CAIPIRA ORGÂNICO RAIAR ORGÂNICOS C/ 6UN,RAIAR ORGANICOS,João Reis,Pietro,Ovos
725,30653,CT199048,OVO  CAIPIRA ORGÂNICO RAIAR ORGÂNICOS C/ 20UN,RAIAR ORGANICOS,João Reis,Pietro,Ovos
726,30653,CT199048,OVO CAIPIRA ORGÂNICO RAIAR ORGÂNICOS C/20 - PROMOCIONAL,RAIAR ORGANICOS,João Reis,Pietro,Ovos
727,30664,CT199059,QUEIJO MUSSARELA SOLTÍSSIMO FATIADO SADIA 150G,BRF - BRASIL FOODS,Paulo Pereira,Pietro,"Queijos, Frios e Embutidos"
728,905727,CT199422,BISCOITO MENTIRINHA GALERIA DOS PÃES 180G,Galeria dos Pães,João Reis,Pietro,Padaria
729,905728,CT199423,BISCOITO SAMANTINHA GALERIA DOS PÃES 100G,Galeria dos Pães,João Reis,Pietro,Padaria
730,905729,CT199424,BISCOITO PALMIER GALERIA DOS PÃES 150G,Galeria dos Pães,João Reis,Pietro,Padaria
731,905730,CT199425,SUSPIRO TRADICIONAL GALERIA DOS PÃES 100G,Galeria dos Pães,João Reis,Pietro,Padaria
732,905731,CT199426,POVILHO TRADICIONAL GALERIA DOS PÃES 100G,Galeria dos Pães,João Reis,Pietro,Padaria
733,905732,CT199427,POVILHO COM PARMESÃO GALERIA DOS PÃES 100G,Galeria dos Pães,João Reis,Pietro,Padaria
734,905736,CT199431,MINI PÃO BRIOCHE DE COCO GALERIA DOS PÃES 240G,Galeria dos Pães,João Reis,Pietro,Padaria
735,905737,CT199432,MINI PÃO BRIOCHE DE CHOCOLATE GALERIA DOS PÃES 240G,Galeria dos Pães,João Reis,Pietro,Padaria
736,905738,CT199433,MINI PÃO BRIOCHE COM PASSAS GALERIA DOS PÃES 240G,Galeria dos Pães,João Reis,Pietro,Padaria
737,905739,CT199434,MINI PÃO CIABATTA GALERIA DOS PÃES 240G,Galeria dos Pães,João Reis,Pietro,Padaria
738,905740,CT199435,MINI PÃO AUSTRALIANO GALERIA DOS PÃES 240G,Galeria dos Pães,João Reis,Pietro,Padaria
739,905741,CT199436,MINI PÃO DE BETERRABA GALERIA DOS PÃES 240G,Galeria dos Pães,João Reis,Pietro,Padaria
740,905742,CT199437,MINI PÃO DE CENOURA GALERIA DOS PÃES 240G,Galeria dos Pães,João Reis,Pietro,Padaria
741,905743,CT199438,MINI PÃO DE ABACATE GALERIA DOS PÃES 240G,Galeria dos Pães,João Reis,Pietro,Padaria
742,905744,CT199439,MINI PÃO DE CENTEIO GALERIA DOS PÃES 240G,Galeria dos Pães,João Reis,Pietro,Padaria
743,905745,CT199440,MINI PÃO DE LEITE GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,Padaria
744,905746,CT199441,MINI PÃO DE BISNAGA GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,Padaria
745,905747,CT199442,MINI PÃO DE BISNAGA LARANJA GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,Padaria
746,905748,CT199443,MINI PÃO DE BATATA GALERIA DOS PÃES 210G,Galeria dos Pães,João Reis,Pietro,Padaria
747,905749,CT199444,MINI BROA DE FUBÁ GALERIA DOS PÃES 240G,Galeria dos Pães,João Reis,Pietro,Padaria
748,905750,CT199445,MINI CROISSANT GALERIA DOS PÃES 220G,Galeria dos Pães,João Reis,Pietro,Padaria
749,905751,CT199446,PÃO DE HOT DOG GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,Padaria
750,905752,CT199447,PÃO DE HAMBURGUER GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,Padaria
751,905753,CT199448,PÃO DE BRIOCHE DE FORMA GALERIA DOS PÃES 400G,Galeria dos Pães,João Reis,Pietro,Padaria
752,905754,CT199449,BOLO DE FUBÁ COM GOIABADA GALERIA DOS PÃES 500G,Galeria dos Pães,João Reis,Pietro,Padaria
753,905755,CT199450,BOLO DE LARANJA GALERIA DOS PÃES 500G,Galeria dos Pães,João Reis,Pietro,Padaria
754,905756,CT199451,BOLO DE CENOURA COM CHOCOLATE GALERIA DOS PÃES 500G,Galeria dos Pães,João Reis,Pietro,Padaria
755,905757,CT199452,BOLO VULCÃO DE CENOURA COM OVOMALTINE GALERIA DOS PÃES 500G,Galeria dos Pães,João Reis,Pietro,Padaria
756,905758,CT199453,BOLO DE CHOCOLATE GALERIA DOS PÃES 500G,Galeria dos Pães,João Reis,Pietro,Padaria
757,905759,CT199454,BOLO DE FUBÁ GALERIA DOS PÃES 500G,Galeria dos Pães,João Reis,Pietro,Padaria
758,905760,CT199455,BOLO DE MILHO GALERIA DOS PÃES 500G,Galeria dos Pães,João Reis,Pietro,Padaria
759,905763,CT199458,ROCAMBOLE DE GOIABADA GALERIA DOS PÃES 400G,Galeria dos Pães,João Reis,Pietro,Padaria
760,905764,CT199459,ROCAMBOLE DE DOCE DE LEITE GALERIA DOS PÃES 400G,Galeria dos Pães,João Reis,Pietro,Padaria
761,905766,CT199461,QUICHE DE QUEIJO GALERIA DOS PÃES 500G,Galeria dos Pães,João Reis,Pietro,Padaria
762,905767,CT199462,TORTA DE PALMITO GALERIA DOS PÃES 500G,Galeria dos Pães,João Reis,Pietro,Padaria
763,905768,CT199463,TORTA DE FRANGO GALERIA DOS PÃES 650G,Galeria dos Pães,João Reis,Pietro,Padaria
764,905795,CT199480,FILÉ MIGNON MEDALHÃO BASSAR BB DIA A DIA 400G,B.B. DISTRIB DE CARNES LTDA,Paulo Pereira,Pietro,Açougue
765,905838,CT199522,CREPE FRANCÊS CONGELADO ÈZE CRÊPERIE DE CALABRESA COM CATUPIRY 240G,ÈZE CRÊPERIE FÁBRICA DE CONGELADOS LTDA.,Laura Morais,Pietro,Pratos Prontos
766,905839,CT199523,CREPE FRANCÊS CONGELADO ÈZE CRÊPERIE DE FRANGO COM CATUPIRY 240G,ÈZE CRÊPERIE FÁBRICA DE CONGELADOS LTDA.,Laura Morais,Pietro,Pratos Prontos
767,905840,CT199524,CREPE FRANCÊS CONGELADO ÈZE CRÊPERIE DE QUATRO QUEIJOS COM CATUPIRY 240G,ÈZE CRÊPERIE FÁBRICA DE CONGELADOS LTDA.,Laura Morais,Pietro,Pratos Prontos
768,905842,CT199526,CREPE FRANCÊS CONGELADO ÈZE CRÊPERIE DE NUTELLA 200G,ÈZE CRÊPERIE FÁBRICA DE CONGELADOS LTDA.,Laura Morais,Pietro,Pratos Prontos
769,905843,CT199527,CREPE FRANCÊS CONGELADO ÈZE CRÊPERIE DE CHOCOLATE AO LEITE 200G,ÈZE CRÊPERIE FÁBRICA DE CONGELADOS LTDA.,Laura Morais,Pietro,Pratos Prontos
770,905844,CT199528,CREPE FRANCÊS CONGELADO ÈZE CRÊPERIE DE COOKIES COM CHOCOLATE BRANCO 200G,ÈZE CRÊPERIE FÁBRICA DE CONGELADOS LTDA.,Laura Morais,Pietro,Pratos Prontos
771,905902,CT199590,CREME DE ESPINAFRE PAPAI QUE FEZ 300G,PAPAI QUE FEZ,Laura Morais,Pietro,Pratos Prontos
772,905919,CT199598,QUEIJO EMMENTAL CRUZÍLIA 140G,LATICINIO BUFALO DOURADO LTDA.,Geovanna Bezerra,Pietro,"Queijos, Frios e Embutidos"
773,905920,CT199599,QUEIJO ESTEPE CRUZÍLIA 140G,LATICINIO BUFALO DOURADO LTDA.,Geovanna Bezerra,Pietro,"Queijos, Frios e Embutidos"
774,905921,CT199600,QUEIJO GOUDA CRUZÍLIA 140G,LATICINIO BUFALO DOURADO LTDA.,Geovanna Bezerra,Pietro,"Queijos, Frios e Embutidos"
775,905922,CT199601,QUEIJO GRUYERE CRUZÍLIA 140G,LATICINIO BUFALO DOURADO LTDA.,Geovanna Bezerra,Pietro,"Queijos, Frios e Embutidos"
776,906035,CT199718,TOFU ORGÂNICO ECOBRAS EXTRA FIRME 230G,ECOBRAS CENTRO ECOBIOTICO DO BRASIL LTDA - EPP,Fairlie Padoan,Pietro,Pratos Prontos
777,906116,CT199796,OVO BRANCO JUMBO MANTIQUEIRA C /10UN,MANTIQUEIRA ALIMENTOS LTDA,João Reis,Pietro,Ovos
778,906281,CT199957,CARNE MOÍDA DE PATINHO REFRIGERADA BARRA MANSA 500G,BARRA MANSA,Paulo Pereira,Pietro,Açougue
779,906327,CT200002,PÃO ARTESANO AUSTRALIANO PULLMAN 500G,BIMBO,João Reis,Pietro,Padaria
780,906545,CT200215,CARNE    DE CONTRA FILE EM BIFES REFRIGERADO BASSAR BB DIA A DIA 400G,B.B. CARNES - REFRIGERADOS,Paulo Pereira,Pietro,Açougue
781,906546,CT200216,CARNE    EM ISCAS DE MIOLO DE ALCATRA REFRIGERADO BASSAR BB DIA A DIA 400G,B.B. CARNES - REFRIGERADOS,Paulo Pereira,Pietro,Açougue
782,906547,CT200217,CARNE    DE ALCATRA EM BIFES REFRIGERADO BASSAR BB DIA A DIA 400G,B.B. CARNES - REFRIGERADOS,Paulo Pereira,Pietro,Açougue
783,906548,CT200218,CARNE    DE PATINHO EM BIFES REFRIGERADO BASSAR BB DIA A DIA 400G,B.B. CARNES - REFRIGERADOS,Paulo Pereira,Pietro,Açougue
784,906549,CT200219,CARNE    DE FILÉ MIGNON PAILLARD REFRIGERADO BASSAR BB DIA A DIA 400G,B.B. CARNES - REFRIGERADOS,Paulo Pereira,Pietro,Açougue
785,906550,CT200220,CARNE    DE PATINHO EM CUBOS REFRIGERADO BASSAR BB DIA A DIA 400G,B.B. CARNES - REFRIGERADOS,Paulo Pereira,Pietro,Açougue
786,906551,CT200221,CARNE    DE FILÉ MIGNON EM ISCAS REFRIGERADO BASSAR BB DIA A DIA 400G,B.B. CARNES - REFRIGERADOS,Paulo Pereira,Pietro,Açougue
787,906552,CT200222,CARNE    DE COXÃO MOLE EM CUBOS REFRIGERADO BASSAR BB DIA A DIA 400G,B.B. CARNES - REFRIGERADOS,Paulo Pereira,Pietro,Açougue
788,906553,CT200223,CARNE    DE FILÉ MIGNON EM BIFES REFRIGERADO BASSAR BB DIA A DIA 400G,B.B. CARNES - REFRIGERADOS,Paulo Pereira,Pietro,Açougue
789,906566,CT200232,REQUEIJÃO LIGHT ZERO LACTOSE AVIAÇÃO 180G,AVIAÇÃO,Geovanna Bezerra,Pietro,Passáveis Refrigerados
790,906568,CT200234,IOGURTE COMPLETO MORANGO 18G DE PROTEINAS YORGUS 250G,VITALATTE,Geovanna Bezerra,Pietro,Iogurtes
791,906570,CT200236,IOGURTE COMPLETO BAUNILHA 18G DE PROTEINAS YORGUS 250G,VITALATTE,Geovanna Bezerra,Pietro,Iogurtes
792,906572,CT200238,IOGURTE COMPLETO AMEIXA 18G DE PROTEINAS YORGUS 250G,VITALATTE,Geovanna Bezerra,Pietro,Iogurtes
793,906573,CT200239,OVO VERMELHO HAPPY EGGS JUMBO C/10UN,MANTIQUEIRA ALIMENTOS LTDA,João Reis,Pietro,Ovos
794,906574,CT200240,OVO BRANCO GRANDE MANTIQUEIRA C/ 20UN,MANTIQUEIRA ALIMENTOS LTDA,João Reis,Pietro,Ovos
795,906582,CT200248,CARNE MOÍDA   DE ACÉM BASSAR BB DIA A DIA 400G,B.B. DISTRIB DE CARNES LTDA,Paulo Pereira,Pietro,Açougue
796,906606,CT200272,QUEIJO PARMESÃO RALADO VEGANO DE CASTANHA-DE-CAJU VIDA VEG 50G,VIDA VEG LTDA,Fairlie Padoan,Pietro,"Queijos, Frios e Embutidos"
797,906646,CT200310,IOGURTE GREGO DUO MEL YORGUS 115G,VITALATTE,Geovanna Bezerra,Pietro,Iogurtes
798,906710,KDB48,FLAN DE BAUNILHA COM CALDA DE CARAMELO BATAVO 200G,LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
799,906712,KDB50,LEITE FERMENTADO BOB ESPONJA TRADICIONAL ELEGÊ 480G,LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
800,906713,KDB51,LEITE FERMENTADO BOB ESPONJA MORANGO ELEGÊ 480G,LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
801,906714,KDB52,LEITE FERMENTADO BOB ESPONJA UVA ELEGÊ 480G,LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
802,906715,KDB53,IOGURTE GREGO PENSE ZERO BATAVO TRADICIONAL 100G,LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
803,906716,KDB54,IOGURTE PEDAÇOS PENSE ZERO BATAVO MORANGO 100G,LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
804,906719,KDB57,QUEIJO PARMESÃO CILINDRO PRESIDENT 180G,LACTALIS,Geovanna Bezerra,Pietro,"Queijos, Frios e Embutidos"
805,906720,KDB58,MAC'N CHEESE CHEDDAR & BACON SADIA 300G,BRF - BRASIL FOODS,Paulo Pereira,Pietro,Pratos Prontos
806,906722,KDB60,PÃO    ARTESANO PÃO NA CHAPA PULLMAN 500G,BIMBO,João Reis,Pietro,Padaria
807,906728,KDB66,STROGONOFF DE FRANGO DEFUMADO COZE 160G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
808,906729,KDB67,FILÉ DE FRANGO À PARMEGIANA COZINA 250G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
809,906730,KDB68,SOBRECOXA MOLHO MOSTARDA DIJON E ANCIENE COZINA 160G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
810,906731,KDB69,SOBRECOXA MARINADA NO VINHO BRANCO E GRELHADA COZINA 130G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
811,906732,KDB70,PEITO DE FRANGO EM CROSTA DE CAJU GRELHADO COZINA 120G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
812,906733,KDB71,FRICASSE DE FRANGO COZINA 110G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
813,906734,KDB72,ALMÔNDEGA MOLHO DO CHEF COZINA 180G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
814,906735,KDB73,CARNE MOIDA COM LEGUMES COZINA 120G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
815,906737,KDB75,SAINT PETER COM LIMÃO SICILIANO COZINA 120G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
816,906738,KDB76,COSTELINHA DE PORCO AO MOLHO DE CAFÉ COZINA 180G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
817,906740,KDB78,ARROZ NEGRO COZINA 100G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
818,906741,KDB79,ARROZ INTEGRAL COZINA100G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
819,906742,KDB80,GRÃO DE BICO COZINA 120G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
820,906744,KDB82,FEIJÃO CARIOCA SEM BACON COZINA 110G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
821,906747,KDB85,BATATA BOLINHA BRASEADA COZINA 160G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
822,906748,KDB86,BATATA DOCE ASSADA COZINA 160G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
823,906752,KDB90,COUVE REFOGADA COZINA 100G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
824,906753,KDB91,PURÊ DE MANDIOQUINHA COZINA 100G,COZINA FOOD,Laura Morais,Pietro,Pratos Prontos
825,906754,KDB92,MANTEIGA   COM SAL PRESIDENT POTE 200G,LACTALIS,Geovanna Bezerra,Pietro,Passáveis Refrigerados
826,906755,KDB93,MANTEIGA   SEM SAL PRESIDENT POTE 200G,LACTALIS,Geovanna Bezerra,Pietro,Passáveis Refrigerados
827,906756,KDB94,TOFU CREAM ORGÂNICO ECOBRAS 200G,ECOBRAS CENTRO ECOBIOTICO DO BRASIL LTDA - EPP,Fairlie Padoan,Pietro,"Queijos, Frios e Embutidos"
828,906776,KDB114,MAC'N CHEESE CHEDDAR TRADICIONAL SADIA 300G,BRF - BRASIL FOODS,Paulo Pereira,Pietro,Pratos Prontos
829,906809,KDB147,IOGURTE GREGO TRADICIONAL CALDA DE MORANGO NESTLÉ 90G,NESTLÉ - REFRIGERADOS,Geovanna Bezerra,Pietro,Iogurtes
830,907233,KDB559,SALSICHA VIENA CERATTI 200G,CERATTI,Paulo Pereira,Pietro,"Queijos, Frios e Embutidos"
831,907234,KDB560,SALSICHA VIENA SEM CORANTE CERATTI 200G,CERATTI,Paulo Pereira,Pietro,"Queijos, Frios e Embutidos"
832,907235,KDB561,PRESUNTO CRU ITALIANO FATIADO CERATTI GIOVANNI 80G,CERATTI,Paulo Pereira,Pietro,"Queijos, Frios e Embutidos"
833,907236,KDB562,PRESUNTO CRU ESPANHOL FATIADO CERATTI GIOVANI 80G,CERATTI,Paulo Pereira,Pietro,"Queijos, Frios e Embutidos"
834,907300,KDB626,DADINHO DE TAPIOCA COM QUEIJO COALHO NA MIRA 400G,Na Mira Foods Alimentos Ltda,Laura Morais,Pietro,Pratos Prontos
835,907349,KDB675,CANJA PAPAI QUE FEZ 300G,PAPAI QUE FEZ,Laura Morais,Pietro,Pratos Prontos
836,907350,KDB676,SOPA DE CARNE PAPAI QUE FEZ 300G,PAPAI QUE FEZ,Laura Morais,Pietro,Pratos Prontos
837,907483,KDB809,PÃO FILÃO ITALIANO FATIADO GALERIA DOS PÃES 470G,Galeria dos Pães,João Reis,Pietro,Padaria
838,907485,KDB811,LOMBO CONDIMENTADO FATIADO GALERIA DOS PÃES 100G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
839,907486,KDB812,MORTADELA FATIADA GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
840,907487,KDB813,QUEIJO     MUSSARELA DE BUFALA FATIADA GALERIA DOS PÃES 150G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
841,907488,KDB814,QUEIJO    MUSSARELA FATIADA GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
842,907489,KDB815,PEITO DE FRANGO DEFUMADO FATIADO GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
843,907490,KDB816,PEITO DE PERU FATIADO GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
844,907491,KDB817,PRESUNTO     CRU TIPO PARMA FATIADO GALERIA DOS PÃES 100G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
845,907492,KDB818,PRESUNTO     ROYALE FATIADO GALERIA DOS PÃES 150G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
846,907493,KDB819,PRESUNTO     FATIADO GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
847,907494,KDB820,QUEIJO ESTEPE FATIADO GALERIA DOS PÃES 150G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
848,907495,KDB821,QUEIJO GOUDA FATIADO GALERIA DOS PÃES 150G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
849,907496,KDB822,QUEIJO    PRATO FATIADO GALERIA DOS PÃES 200G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
850,907497,KDB823,QUEIJO TIPO EMMENTAL FATIADO GALERIA DOS PÃES 100G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
851,907498,KDB824,SALAME      ITALIANO FATIADO GALERIA DOS PÃES 100G,Galeria dos Pães,João Reis,Pietro,"Queijos, Frios e Embutidos"
852,907899,KDB1225,"PEÇA DE FILÉ MIGNON  BASSAR BB DIA A DIA 1,4KG",B.B. DISTRIB DE CARNES LTDA,Paulo Pereira,Pietro,Açougue
853,907923,KDB1249,LEITE PASTEURIZADO TIPO A2 INTEGRAL XANDÔ 1L,LATICINIOS XANDO LTDA,Geovanna Bezerra,Pietro,Leites Refrigerados
854,908351,KDB1677,LINGUIÇA DE LOMBO BASSAR 500G,B.B. DISTRIB DE CARNES LTDA,Paulo Pereira,Pietro,Suínos
855,908354,KDB1680,HAMBURGUER BOVINO BASSAR C/ 6UN DE 50G - 300G,B.B. DISTRIB DE CARNES LTDA,Paulo Pereira,Pietro,Açougue
856,908355,KDB1681,HAMBURGUER BOVINO 2X1 BASSAR 320G,B.B. DISTRIB DE CARNES LTDA,Paulo Pereira,Pietro,Açougue
857,908357,KDB1683,LINGUIÇA TOSCANA ERVAS FINAS BASSAR 300G,B.B. DISTRIB DE CARNES LTDA,Paulo Pereira,Pietro,Suínos
858,908358,KDB1684,LINGUIÇA TOSCANA PAPRICA BASSAR 300G,B.B. DISTRIB DE CARNES LTDA,Paulo Pereira,Pietro,Suínos
859,908362,KDB1688,"LOMBO SUÍNO TEMPERADO E RECHEADO BASSAR 1,2KG",B.B. DISTRIB DE CARNES LTDA,Paulo Pereira,Pietro,Suínos
860,908543,KDB1849,CREME DE QUEIJO AO TOQUE DE ALHO ANFITRIÃ 250G,ANFITRIÃ,Laura Morais,Pietro,"Queijos, Frios e Embutidos"
861,908544,KDB1850,CREME DE QUEIJO E CHIMICHURRI ANFITRIÃ 250G,ANFITRIÃ,Laura Morais,Pietro,"Queijos, Frios e Embutidos"
862,908767,KDB2073,IOGURTE GREGO PENSE ZERO BATAVO MORANGO 450G,LACTALIS,Geovanna Bezerra,Pietro,Pratos Prontos
863,908768,KDB2074,IOGURTE GREGO PENSE ZERO BATAVO MORANGO 100G,LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
864,908769,KDB2075,BEBIDA LÁCTEA FERMENTADA PENSE ZERO BATAVO MORANGO 170G,LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
865,908770,KDB2076,BEBIDA LÁCTEA FERMENTADA PENSE ZERO BATAVO MAMÃO 170G,LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
866,908773,KDB2079,"IOGURTE DESNATADO PENSE ZERO BATAVO MORANGO 1,15KG",LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
867,908774,KDB2080,"IOGURTE DESNATADO PENSE ZERO BATAVO BATIDO 1,15KG",LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
868,908776,KDB2082,"IOGURTE DESNATADO PENSE ZERO BATAVO AMEIXA 1,15KG",LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
869,908777,KDB2083,IOGURTE DESNATADO BANDEJA PENSE ZERO BATAVO MORANGO 510G,LACTALIS,Geovanna Bezerra,Pietro,Iogurtes
870,908881,KDB2187,ESPETINHO DE QUEIJO COALHO REFRIGERADO CHURRABOM 360G,ESPETINHO CHURRA BOM,Paulo Pereira,Pietro,"Queijos, Frios e Embutidos"
871,908882,KDB2188,ESPETINHO DE DADINHO DE TAPIOCA 3 QUEIJOS CONGELADO CHURRABOM 500G,ESPETINHO CHURRA BOM,Paulo Pereira,Pietro,"Queijos, Frios e Embutidos"
872,908990,KDB2296,CREPE FRANCÊS CONGELADO DE DOCE DE LEITE ÈZE CRÊPERIE 200G,ÈZE CRÊPERIE FÁBRICA DE CONGELADOS LTDA.,Laura Morais,Pietro,Pratos Prontos
873,908991,KDB2297,CREPE FRANCÊS CONGELADO DE ESCONDIDINHO DE CARNE SECA COM CATUPIRY ÈZE CRÊPERIE 240G,ÈZE CRÊPERIE FÁBRICA DE CONGELADOS LTDA.,Laura Morais,Pietro,Pratos Prontos
874,908992,KDB2298,CREPE FRANCÊS CONGELADO DE PEITO DE PERU COM CATUPIRY ÈZE CRÊPERIE 240G,ÈZE CRÊPERIE FÁBRICA DE CONGELADOS LTDA.,Laura Morais,Pietro,Pratos Prontos
875,909031,KDB2337,BISNAGUINHA ARTESANO PULLMAN 300G,BIMBO,João Reis,Pietro,Padaria
876,909032,KDB2338,BISNAGUINHA ARTESANO NA CHAPA PULLMAN 300G,BIMBO,João Reis,Pietro,Padaria
877,909468,KDB2768,MIX APERITIVO SALSICHAS E LINGUIÇAS BERNA 275G,BERNA,Paulo Pereira,Pietro,"Queijos, Frios e Embutidos"
878,910057,KDB3357,LOMBO SUÍNO FATIADO CONGELADO IQF SADIA 800G,BRF - BRASIL FOODS,Paulo Pereira,Pietro,0
879,910909,KDB4209,SALADA DE ALGA MARINHA WAKAME TEMPERADA CONGELADA REPEAT 125G,REPEAT,Fairlie Padoan,Pietro,Pratos Prontos
